Name,Price,Rating,Hotel Link,Description,Cleaned_Description,pool,spa,gym,parking,wifi,restaurant,bar,condit,breakfast,sea,balcony
Madalena Hermitage,1068,9.1,https://www.booking.com/hotel/pt/madalena-hermitage.html?label=gen173bo-1DCAEoggI46AdIMVgDaEaIAQGYATG4AQfIAQ_YAQPoAQH4AQOIAgGYAgKoAgO4AtXa97wGwAIB0gIkNzBjZmQ0YjgtYWFhNy00ZTI4LWI5NTEtYWI5YjYyOGViNTI52AIE4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-22&checkout=2025-05-26&dest_id=-2167973&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=91&sr_order=popularity&srpvid=1a8144aee26e02b7&srepoch=1738403171&all_sr_blocks=42056105_344640719_3_0_0&highlighted_blocks=42056105_344640719_3_0_0&matching_block_id=42056105_344640719_3_0_0&sr_pri_blocks=42056105_344640719_3_0_0__106800&from=searchresults,"Located in the centre of Lisbon, Madalena Hermitage is an 18th-century building offering modern, design apartments. It is only a 2-minute walk to Praça do Comercio and has views of Lisbon Cathedral.

The apartments are decorated in pastel colours and have modern kitchens with a dining area. Each apartment has one private bathrooms which is stocked with free toiletries. Each is air conditioned and has a satellite TV and free WiFi.

Guests can buy groceries for self-catering at the supermarket 150 metres away. Local restaurants and bars are available within a 2-minute walk.

The ferry across the River Tagus leaves from Terreiro do Paço Square, 300-metres away, which also has a metro station. The Cais do Sodré‎ Train Station offers connections with Sintra and Cascais and is only 1 km away from the Madalena Hermitage.",locat centr lisbon madalena hermitag 18thcenturi build offer modern design apart 2minut walk praça comercio view lisbon cathedr apart decor pastel colour modern kitchen dine area one privat bathroom stock free toiletri air condit satellit free wifi guest buy groceri selfcat supermarket metr away local restaur bar avail within 2minut walk ferri across river tagu leav terreiro paço squar 300metr away also metro station cai sodré train station offer connect sintra cascai away madalena hermitag,0,0,0,0,1,0,1,1,0,0,0
Tempo FLH Hotels Lisboa,970,9.0,https://www.booking.com/hotel/pt/tempo-flh-hotels-lisboa.html?label=gen173bo-1DCAEoggI46AdIMVgDaEaIAQGYATG4AQfIAQ_YAQPoAQH4AQOIAgGYAgKoAgO4AtXa97wGwAIB0gIkNzBjZmQ0YjgtYWFhNy00ZTI4LWI5NTEtYWI5YjYyOGViNTI52AIE4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-22&checkout=2025-05-26&dest_id=-2167973&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=92&sr_order=popularity&srpvid=1a8144aee26e02b7&srepoch=1738403171&all_sr_blocks=656623201_0_2_1_0&highlighted_blocks=656623201_0_2_1_0&matching_block_id=656623201_0_2_1_0&sr_pri_blocks=656623201_0_2_1_0__97001&from=searchresults,"In a prime location in the centre of Lisbon, Tempo FLH Hotels Lisboa provides continental breakfast and free WiFi throughout the property. The property is set 1.4 km from Miradouro da Senhora do Monte, 7 km from Jeronimos Monastery and 7.9 km from Luz Football Stadium. The property is non-smoking and is located 600 metres from Commerce Square.

At the hotel, every room is fitted with a wardrobe. Complete with a private bathroom equipped with a shower and a hairdryer, all units at Tempo FLH Hotels Lisboa have a flat-screen TV and air conditioning, and some rooms will provide you with a balcony. All guest rooms include a safety deposit box.

Speaking English, Spanish, French and Portuguese, staff are ready to help around the clock at the reception.

Popular points of interest near the accommodation include Rossio, St. George's Castle and Dona Maria II National Theatre. Humberto Delgado Airport is 8 km away, and the property offers a paid airport shuttle service.",prime locat centr lisbon tempo flh hotel lisboa provid continent breakfast free wifi throughout set miradouro senhora mont jeronimo monasteri luz footbal stadium nonsmok locat metr commerc squar everi fit wardrob complet privat bathroom equip shower hairdryer unit tempo flh hotel lisboa flatscreen air condit room provid balconi room includ safeti deposit box speak english spanish french portugues staff readi help around clock recept popular point interest near accommod includ rossio georg castl dona maria nation theatr humberto delgado airport away offer paid airport shuttl servic,0,1,0,0,1,0,0,1,1,0,0
GuestHouse Pena,240,7.4,https://www.booking.com/hotel/pt/guesthouse-pena.html?label=gen173bo-1DCAEoggI46AdIMVgDaEaIAQGYATG4AQfIAQ_YAQPoAQH4AQOIAgGYAgKoAgO4AtXa97wGwAIB0gIkNzBjZmQ0YjgtYWFhNy00ZTI4LWI5NTEtYWI5YjYyOGViNTI52AIE4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-22&checkout=2025-05-26&dest_id=-2167973&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=93&sr_order=popularity&srpvid=1a8144aee26e02b7&srepoch=1738403171&all_sr_blocks=282621005_143653273_2_0_0&highlighted_blocks=282621005_143653273_2_0_0&matching_block_id=282621005_143653273_2_0_0&sr_pri_blocks=282621005_143653273_2_0_0__24000&from=searchresults,"Boasting a terrace, GuestHouse Pena is situated in Lisbon, 800 metres from Liberty Avenue. Popular points of interest around the property include Rossio and Chiado. The property is located in the Arroios district.

The units at the guest house come with access to either a communal bathroom or to a private bathroom. Rooms at GuestHouse Pena also have free WiFi, a wardrobe and a coffee machine.

Bairro Alto is 1.7 km from the accommodation, while Amoreiras is 2.1 km away. The nearest airport is Lisbon Humberto Delgado Airport, 5 km from GuestHouse Pena.",boast terrac guesthous pena situat lisbon metr liberti avenu popular point interest around includ rossio chiado locat arroio district unit hous come access either commun bathroom privat bathroom room guesthous pena also free wifi wardrob coffe machin bairro alto accommod amoreira away nearest airport lisbon humberto delgado airport guesthous pena,0,0,0,0,1,0,0,0,0,0,0
Lisbon Rossio Typical Apartments,721,7.7,https://www.booking.com/hotel/pt/lisbon-rossio-typical-apartments.html?label=gen173bo-1DCAEoggI46AdIMVgDaEaIAQGYATG4AQfIAQ_YAQPoAQH4AQOIAgGYAgKoAgO4AtXa97wGwAIB0gIkNzBjZmQ0YjgtYWFhNy00ZTI4LWI5NTEtYWI5YjYyOGViNTI52AIE4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-22&checkout=2025-05-26&dest_id=-2167973&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=94&sr_order=popularity&srpvid=1a8144aee26e02b7&srepoch=1738403171&all_sr_blocks=680734502_333289811_4_0_0&highlighted_blocks=680734502_333289811_4_0_0&matching_block_id=680734502_333289811_4_0_0&sr_pri_blocks=680734502_333289811_4_0_0__72140&from=searchresults,"Lisbon Rossio Typical Apartments in Lisbon offers accommodation with free WiFi, 200 metres from Dona Maria II National Theatre, less than 1 km from Commerce Square and a 15-minute walk from St. George's Castle. The property is around 1.2 km from Miradouro da Senhora do Monte, 7.7 km from Luz Football Stadium and 8.3 km from Jeronimos Monastery. The property is 1.1 km from the city centre and 300 metres from Rossio.

The apartment provides guests with a balcony, quiet street views, a seating area, satellite flat-screen TV, a fully equipped kitchen with a microwave and a toaster, and a private bathroom with a bath or shower and a hair dryer. A fridge, a stovetop and kitchenware are also offered, as well as a coffee machine and a kettle. At the apartment complex, units are fitted with bed linen and towels.

At the apartment, the family-friendly restaurant is open for dinner and lunch and specialises in Portuguese cuisine.

Lisbon Oceanarium is 8.9 km from Lisbon Rossio Typical Apartments, while Gare do Oriente is 9.2 km from the property. Humberto Delgado Airport is 8 km away.",lisbon rossio typic apart lisbon offer accommod free wifi metr dona maria nation theatr less commerc squar 15minut walk georg castl around miradouro senhora mont luz footbal stadium jeronimo monasteri citi centr metr rossio provid guest balconi quiet street view seat area satellit flatscreen fulli equip kitchen microwav toaster privat bathroom bath shower hair dryer fridg stovetop kitchenwar also offer well coffe machin kettl complex unit fit bed linen towel familyfriendli restaur open dinner lunch specialis portugues cuisin lisbon oceanarium lisbon rossio typic apart gare orient humberto delgado airport away,0,0,0,0,1,0,0,0,0,1,0
White Tiles in City Center,3429,8.8,https://www.booking.com/hotel/pt/apartamento-trindade.html?label=gen173bo-1DCAEoggI46AdIMVgDaEaIAQGYATG4AQfIAQ_YAQPoAQH4AQOIAgGYAgKoAgO4AtXa97wGwAIB0gIkNzBjZmQ0YjgtYWFhNy00ZTI4LWI5NTEtYWI5YjYyOGViNTI52AIE4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-22&checkout=2025-05-26&dest_id=-2167973&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=95&sr_order=popularity&srpvid=1a8144aee26e02b7&srepoch=1738403171&all_sr_blocks=204477301_249675526_0_0_0&highlighted_blocks=204477301_249675526_0_0_0&matching_block_id=204477301_249675526_0_0_0&sr_pri_blocks=204477301_249675526_0_0_0__342896&from=searchresults,"White Tiles in City Center has a balcony and is located in Lisbon, within just 500 metres of Rossio and 1.3 km of St. George's Castle. Among the facilities at this property are luggage storage space and private check-in and check-out, along with free WiFi throughout the property. The property is 1.5 km from the city centre and less than 1 km from Commerce Square.

The spacious apartment with a terrace and city views features 4 bedrooms, a living room, a flat-screen TV, an equipped kitchen with a dishwasher and an oven, and 2 bathrooms with a walk-in shower. Towels and bed linen are provided in the apartment. For added privacy, the accommodation has a private entrance and soundproofing.

Dona Maria II National Theatre is 600 metres from the apartment, while Miradouro da Senhora do Monte is 1.8 km from the property. Humberto Delgado Airport is 10 km away, and the property offers a paid airport shuttle service.",white tile citi center balconi locat lisbon within metr rossio georg castl among facil luggag storag space privat checkin checkout along free wifi throughout citi centr less commerc squar spaciou terrac citi view featur bedroom live flatscreen equip kitchen dishwash oven bathroom walkin shower towel bed linen provid ad privaci accommod privat entranc soundproof dona maria nation theatr metr miradouro senhora mont humberto delgado airport away offer paid airport shuttl servic,0,1,0,0,1,0,0,0,0,0,0
Hotel Do Chile,760,7.4,https://www.booking.com/hotel/pt/do-chile.html?label=gen173bo-1DCAEoggI46AdIMVgDaEaIAQGYATG4AQfIAQ_YAQPoAQH4AQOIAgGYAgKoAgO4AtXa97wGwAIB0gIkNzBjZmQ0YjgtYWFhNy00ZTI4LWI5NTEtYWI5YjYyOGViNTI52AIE4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-22&checkout=2025-05-26&dest_id=-2167973&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=96&sr_order=popularity&srpvid=1a8144aee26e02b7&srepoch=1738403171&all_sr_blocks=0_0_2_0_0&highlighted_blocks=0_0_2_0_0&matching_block_id=0_0_2_0_0&sr_pri_blocks=0_0_2_0_0__75953&from=searchresults,"Hotel Do Chile is situated in Lisbon. It offers free WiFi and a living room for breakfast.

Guest rooms of the Hotel Do Chile include TVs with 50 channels, air conditioning and a private bathroom.

Guests can benefit from a bike rental service, a 24-hour reception and a hotel bar. There are also vending machines with drinks and snacks.

The Arroios Metro Station is situated 50 metres from Hotel Do Chile, and offers direct access to Lisbon’s city centre in 3 stops. Lisbon Airport is a 10-minute drive away.",chile situat lisbon offer free wifi live breakfast room chile includ tv channel air condit privat bathroom guest benefit bike rental servic 24hour recept bar also vend machin drink snack arroio metro station situat metr chile offer direct access lisbon citi centr stop lisbon airport 10minut drive away,0,0,0,0,1,0,1,1,1,0,0
Star inn Lisbon Airport,856,8.7,https://www.booking.com/hotel/pt/star-inn-lisbon-smart-choice.html?label=gen173bo-1DCAEoggI46AdIMVgDaEaIAQGYATG4AQfIAQ_YAQPoAQH4AQOIAgGYAgKoAgO4AtXa97wGwAIB0gIkNzBjZmQ0YjgtYWFhNy00ZTI4LWI5NTEtYWI5YjYyOGViNTI52AIE4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-22&checkout=2025-05-26&dest_id=-2167973&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=97&sr_order=popularity&srpvid=1a8144aee26e02b7&srepoch=1738403171&all_sr_blocks=202123116_0_2_1_0&highlighted_blocks=202123116_0_2_1_0&matching_block_id=202123116_0_2_1_0&sr_pri_blocks=202123116_0_2_1_0__85591&from_sustainable_property_sr=1&from=searchresults,"Located 100 meters from Lisbon Airport Humberto Delgado, Star inn Lisbon Airport features a restaurant, bar and free WiFi throughout the property. Private indoor and outdoor parking is available on site, along with a charging station for electrical vehicles.

Every room at this hotel is air conditioned and features a flat-screen TV with satellite channels. The bathroom includes a shower, free toiletries and a hairdryer.

Guests can enjoy snacks during the day at the Stars Caffé from 11h00 until 02h00, as well as continental breakfast buffet from 02h00 until 05h00 and full breakfast buffett from 05h00 until 11h00.

Nations Park is 2.8 km from Star inn Lisbon Airport, while Lisbon Oceanarium is 2.9 km away.

Guests have easy access to all Lisbon through the Airport Metro Station, located a 5-minute walk away. The nearest airport is Lisbon Humberto Delgado Airport, a few steps from Star inn Lisbon Airport.

Please note that the baby cot/crib can only be provided after a confirmation from the hotel. Any supplements such as extra beds are not included in the room rate automatically. Therefore, it will be paid directly to the property separately from the reservation price.

Please note that reservations of 9 rooms or more are subject to different policies and extra charges. The name on the credit card used for the booking should correspond to the guest staying at the property.

For reservations made with a third party credit card, any previous charges will be reimbursed and the full payment will be requested upon check-in.

Please note that a maximum of 2 pets up to 20kg per accommodation are allowed, at a cost of 25€ per pet, per night. Pets are permitted at the restaurant and bar. When travelling with pets, please note that a refundable damage deposit of 100€ per stay, applies.",locat meter lisbon airport humberto delgado star inn lisbon airport featur restaur bar free wifi throughout privat indoor outdoor park avail site along charg station electr vehicl everi air condit featur flatscreen satellit channel bathroom includ shower free toiletri hairdryer guest enjoy snack day star caffé 11h00 02h00 well continent breakfast buffet 02h00 05h00 full breakfast buffett 05h00 11h00 nation park star inn lisbon airport lisbon oceanarium away guest easi access lisbon airport metro station locat 5minut walk away nearest airport lisbon humberto delgado airport step star inn lisbon airport pleas note babi cotcrib provid confirm supplement extra bed includ rate automat therefor paid directli separ reserv price pleas note reserv room subject differ polici extra charg name credit card use correspond stay reserv made third parti credit card previou charg reimburs full payment request upon checkin pleas note maximum pet 20kg per accommod allow cost per pet per pet permit restaur bar travel pet pleas note refund damag deposit per appli,0,0,0,0,1,0,1,1,1,0,0
Hotel Dom Carlos Park,823,8.1,https://www.booking.com/hotel/pt/domcarlosparklisbon.html?label=gen173bo-1DCAEoggI46AdIMVgDaEaIAQGYATG4AQfIAQ_YAQPoAQH4AQOIAgGYAgKoAgO4AtXa97wGwAIB0gIkNzBjZmQ0YjgtYWFhNy00ZTI4LWI5NTEtYWI5YjYyOGViNTI52AIE4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-22&checkout=2025-05-26&dest_id=-2167973&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=98&sr_order=popularity&srpvid=1a8144aee26e02b7&srepoch=1738403171&all_sr_blocks=3869338_0_2_1_0&highlighted_blocks=3869338_0_2_1_0&matching_block_id=3869338_0_2_1_0&sr_pri_blocks=3869338_0_2_1_0__82274&from=searchresults,"Hotel Dom Carlos Park is primely located in central Lisbon, just 50 metres from Marquês de Pombal Metro Station, which connects with the city's historic downtown within 10 minutes. At 250 metres is Avenida da Liberdade.

All of the hotel's rooms are air conditioned and have a flat-screen TV.  Dom Carlos Park’s rooms also have bathrooms with a bathtub and a hairdryer. Free WiFi is available throughout.

A buffet breakfast is served each morning until 11:30, at Dom Carlos’s Lounge, which also has a self -service bar. The lounge has a large plasma TV. Free WiFi is available throughout the entire hotel.

Hotel Dom Carlos has a 24-hour reception, and its staff can help with restaurant reservations, car hire and ticket booking. An airport shuttle service is available, upon request and at an extra fee.

Nearby Avenida da Liberdade is renowned for its high-end shops and boutiques. Rossio, Chiado and Commerce Square are at a short metro ride away. Bairro Alto is 20 minutes' walk away and features a multitude of popular bars and eateries. Lisbon International Airport is 6.4 km away from the Hotel Dom Carlos Park and is reachable via metro.",dom carlo park prime locat central lisbon metr marquê pombal metro station connect citi histor downtown within minut metr avenida liberdad hotel room air condit flatscreen dom carlo park room also bathroom bathtub hairdryer free wifi avail throughout buffet breakfast serv morn dom carloss loung also self servic bar loung larg plasma free wifi avail throughout entir dom carlo 24hour recept staff help restaur reserv car hire ticket airport shuttl servic avail upon request extra fee nearbi avenida liberdad renown highend shop boutiqu rossio chiado commerc squar short metro ride away bairro alto minut walk away featur multitud popular bar eateri lisbon intern airport away dom carlo park reachabl via metro,0,0,0,0,1,0,1,1,1,0,0
TURIM Lisboa Hotel,895,9.4,https://www.booking.com/hotel/pt/turim-lisboa.html?label=gen173bo-1DCAEoggI46AdIMVgDaEaIAQGYATG4AQfIAQ_YAQPoAQH4AQOIAgGYAgKoAgO4AtXa97wGwAIB0gIkNzBjZmQ0YjgtYWFhNy00ZTI4LWI5NTEtYWI5YjYyOGViNTI52AIE4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-22&checkout=2025-05-26&dest_id=-2167973&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=99&sr_order=popularity&srpvid=1a8144aee26e02b7&srepoch=1738403171&all_sr_blocks=3893123_95163430_0_2_0&highlighted_blocks=3893123_95163430_0_2_0&matching_block_id=3893123_95163430_0_2_0&sr_pri_blocks=3893123_95163430_0_2_0__89450&from=searchresults,"Situated in the heart of Lisbon, this stylish 4-star hotel offers elegant rooms 200 metres from Picoas Metro.  Wi-fi is free throughout the hotel.

Turim Lisboa Hotel has 56 comfortable guest accommodations, all of which have air conditioning and a private bathroom. Every room also features satellite TV and a minibar.

The Turim Lisboa is in the main shopping area of the city. The historic centre, dominated by the ancient Castelo, is 10 minutes’ walk away.

Turim Lisboa Hotel is 6 km from Lisbon International Airport.",situat heart lisbon stylish 4star offer eleg room metr picoa metro wifi free throughout turim lisboa comfort accommod air condit privat bathroom everi also featur satellit minibar turim lisboa main shop area citi histor centr domin ancient castelo minut walk away turim lisboa lisbon intern airport,0,0,0,0,1,0,1,1,0,0,0
Casa Belmonte,524,8.8,https://www.booking.com/hotel/pt/casa-belmonte.html?label=gen173bo-1DCAEoggI46AdIMVgDaEaIAQGYATG4AQfIAQ_YAQPoAQH4AQOIAgGYAgKoAgO4AtXa97wGwAIB0gIkNzBjZmQ0YjgtYWFhNy00ZTI4LWI5NTEtYWI5YjYyOGViNTI52AIE4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-22&checkout=2025-05-26&dest_id=-2167973&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=100&sr_order=popularity&srpvid=1a8144aee26e02b7&srepoch=1738403171&all_sr_blocks=50289701_90980216_2_0_0&highlighted_blocks=50289701_90980216_2_0_0&matching_block_id=50289701_90980216_2_0_0&sr_pri_blocks=50289701_90980216_2_0_0__52400&from=searchresults,"The recently-renovated Casa Belmonte has comfortable accommodation just a 3-minute walk from the Marquês de Pombal Metro Station. It is located in the Portuguese capital, just 300 metres from the central Marquês do Pombal Square.

All the soundproofed rooms at the Belmonte feature air conditioning, private bathroom, flat-screen cable TV, free WiFi and a mini-fridge. Some rooms also feature balconies and a view. Daily cleaning service is provided.

Guests can try the local cuisine in one of the many restaurants available within 300 metres of the property.

The El Corte Inglés shopping centre and the Amoreiras shopping centre are a 3-minute drive and have a number of shops, boutiques, supermarkets and food courts. The Bairro Alto is Lisbon’s foremost nighttime hotspot and is an 8-minute drive away. There, guests can find a wide variety of bars and cafés. The Chiado and the Rossio historical areas are an 8-minute and a 4-minute drive, respectively.

The Lisbon International Airport is a 15-minute drive from the guest house.",recentlyrenov casa belmont comfort accommod 3minut walk marquê pombal metro station locat portugues capit metr central marquê pombal squar soundproof room belmont featur air condit privat bathroom flatscreen cabl free wifi minifridg room also featur balconi view daili clean servic provid guest tri local cuisin one mani restaur avail within metr cort inglé shop centr amoreira shop centr 3minut drive number shop boutiqu supermarket food court bairro alto lisbon foremost nighttim hotspot 8minut drive away guest find wide varieti bar café chiado rossio histor area 8minut 4minut drive respect lisbon intern airport 15minut drive hous,0,0,0,0,1,0,1,1,0,0,0
Hotel Gat Rossio,686,8.5,https://www.booking.com/hotel/pt/gat-rossio.html?label=gen173bo-1DCAEoggI46AdIMVgDaEaIAQGYATG4AQfIAQ_YAQPoAQH4AQOIAgGYAgKoAgO4AtXa97wGwAIB0gIkNzBjZmQ0YjgtYWFhNy00ZTI4LWI5NTEtYWI5YjYyOGViNTI52AIE4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-22&checkout=2025-05-26&dest_id=-2167973&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=101&sr_order=popularity&srpvid=1a8144aee26e02b7&srepoch=1738403171&all_sr_blocks=4461202_398333842_2_2_0_415957&highlighted_blocks=4461202_398333842_2_2_0_415957&matching_block_id=4461202_398333842_2_2_0_415957&sr_pri_blocks=4461202_398333842_2_2_0_415957_68600&from_sustainable_property_sr=1&from=searchresults,"Providing ultra modern rooms with total-white designer furnishings, Gat Rossio is centrally located on a quiet street behind Restauradores Square and metro stop. It features an outdoor terrace and free Wi-Fi access.

Rooms are air conditioned and include flat-screen TV sets with cable channels. Some rooms open out onto balconies, while all come with a work desk and en suite bathroom facilities.

Guests at Hotel Gat Rossio can benefit from the location and discover many nearby eateries, serving traditional dishes from Lisbon’s rich gastronomy.

The iconic St George’s Castle is within a 10-minute walk, and Rossio Train Station is 50 meters from the Gat Rossio hotel. The Aerobus Shuttle from Portela Airport stops just a few metres from the property’s doorstep. It is only 4 minutes’ walk to the Av. da Liberdade.",provid ultra modern room totalwhit design furnish gat rossio central locat quiet street behind restaurador squar metro stop featur outdoor terrac free wifi access room air condit includ flatscreen set cabl channel room open onto balconi come work desk suit bathroom facil guest gat rossio benefit locat discov mani nearbi eateri serv tradit dish lisbon rich gastronomi icon georg castl within 10minut walk rossio train station meter gat rossio aerobu shuttl portela airport stop metr properti doorstep minut walk liberdad,0,0,0,0,1,0,0,1,0,0,0
Find Me Inn Boutique Penthouse,1598,9.0,https://www.booking.com/hotel/pt/find-me-inn-boutique-penthouse.html?label=gen173bo-1DCAEoggI46AdIMVgDaEaIAQGYATG4AQfIAQ_YAQPoAQH4AQOIAgGYAgKoAgO4AtXa97wGwAIB0gIkNzBjZmQ0YjgtYWFhNy00ZTI4LWI5NTEtYWI5YjYyOGViNTI52AIE4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-22&checkout=2025-05-26&dest_id=-2167973&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=102&sr_order=popularity&srpvid=1a8144aee26e02b7&srepoch=1738403173&all_sr_blocks=211671301_347321571_4_0_0&highlighted_blocks=211671301_347321571_4_0_0&matching_block_id=211671301_347321571_4_0_0&sr_pri_blocks=211671301_347321571_4_0_0__159800&from=searchresults,"Offering city views, Find Me Inn Boutique Penthouse is an accommodation located in Lisbon, 5.2 km from Commerce Square and 5.3 km from Rossio. The property is around 5.4 km from Dona Maria II National Theatre, 5.7 km from St. George's Castle and 6.5 km from Miradouro da Senhora do Monte. Free WiFi is available throughout the property and Jeronimos Monastery is 3.8 km away.

The spacious apartment is equipped with 4 separate bedrooms, 1 bathroom, a fully equipped kitchen with a dining area and dishwasher, and a living room with a TV. Towels and bed linen are provided in the apartment. The accommodation is non-smoking.

Luz Football Stadium is 7.2 km from the apartment, while Lisbon Oceanarium is 12 km away. The nearest airport is Humberto Delgado Airport, 11 km from Find Me Inn Boutique Penthouse.",offer citi view find inn boutiqu penthous accommod locat lisbon commerc squar rossio around dona maria nation theatr georg castl miradouro senhora mont free wifi avail throughout jeronimo monasteri away spaciou equip separ bedroom bathroom fulli equip kitchen dine area dishwash live towel bed linen provid accommod nonsmok luz footbal stadium lisbon oceanarium away nearest airport humberto delgado airport find inn boutiqu penthous,0,1,0,0,1,0,0,0,0,0,0
Moov Hotel Lisboa Oriente,618,8.5,https://www.booking.com/hotel/pt/moov-lisboa-oriente-lisboa.html?label=gen173bo-1DCAEoggI46AdIMVgDaEaIAQGYATG4AQfIAQ_YAQPoAQH4AQOIAgGYAgKoAgO4AtXa97wGwAIB0gIkNzBjZmQ0YjgtYWFhNy00ZTI4LWI5NTEtYWI5YjYyOGViNTI52AIE4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-22&checkout=2025-05-26&dest_id=-2167973&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=103&sr_order=popularity&srpvid=1a8144aee26e02b7&srepoch=1738403173&all_sr_blocks=1033152001_402869690_2_2_0&highlighted_blocks=1033152001_402869690_2_2_0&matching_block_id=1033152001_402869690_2_2_0&sr_pri_blocks=1033152001_402869690_2_2_0__61800&from_sustainable_property_sr=1&from=searchresults,"Set in Lisbon, 1.4 km from Lisbon Oceanarium, Moov Hotel Lisboa Oriente offers accommodation with a garden, private parking, a shared lounge and a terrace. With free WiFi, this 2-star hotel offers luggage storage space. The property is non-smoking and is located less than 1 km from Gare do Oriente.

The units at the hotel come with a flat-screen TV with cable channels and a safety deposit box. The private bathroom is equipped with a shower, free toiletries and a hairdryer. Guest rooms feature a desk.

Guests at Moov Hotel Lisboa Oriente can enjoy a buffet or a continental breakfast.

With staff speaking English, Spanish, French and Portuguese, around-the-clock information is available at the reception.

Miradouro da Senhora do Monte is 7.7 km from the accommodation, while Commerce Square is 8.4 km away. Humberto Delgado Airport is 3 km from the property.",set lisbon lisbon oceanarium moov lisboa orient offer accommod garden privat park share loung terrac free wifi 2star offer luggag storag space nonsmok locat less gare orient unit come flatscreen cabl channel safeti deposit box privat bathroom equip shower free toiletri hairdryer room featur desk guest moov lisboa orient enjoy buffet continent breakfast staff speak english spanish french portugues aroundtheclock inform avail recept miradouro senhora mont accommod commerc squar away humberto delgado airport,0,1,0,0,1,0,0,0,1,0,0
